53,51,2,67,85,19.7,23.5,16.0,16.3,16.2
96,53,94,21,13,41.1,44.9,47.2,45.3,34.5
68,75,35,55,52,10.7,9.2,12.4,6.1,13.4
53,41,58,0,26,47.4,85.6,36.7,23.1,54.0
58,11,15,66,67,36.1,36.0,34.5,36.5,49.0
19,15,94,52,24,33.2,27.2,59.4,47.4,58.8
19,86,21,64,24,41.8,40.2,48.0,43.5,51.8
79,59,4,74,38,40.6,37.7,40.2,44.7,52.6
42,77,32,36,54,16.8,16.8,20.1,18.2,17.1
45,32,17,11,10,72.3,46.3,41.9,26.7,22.1
41,97,24,49,25,51.6,46.5,48.8,46.9,53.0
65,80,75,15,43,39.3,16.7,24.7,33.2,18.5
22,21,28,25,15,42.3,38.5,50.7,55.3,23.1
36,46,17,15,34,33.0,43.4,34.8,29.0,31.3
63,5,98,62,96,29.6,28.0,29.2,31.3,32.2
22,32,45,73,5,44.5,50.1,22.6,50.1,24.8
99,9,87,53,89,43.9,59.3,39.2,44.5,37.2
75,73,26,57,99,44.0,43.0,37.9,42.7,32.0
23,87,74,46,56,44.1,45.3,45.2,41.2,36.0
84,67,24,50,46,24.8,22.9,53.3,41.0,32.9
53,49,47,80,56,12.0,9.2,11.5,8.5,10.2
96,20,51,73,53,43.1,38.3,36.3,45.5,46.4
23,34,68,2,63,47.9,27.1,22.5,21.7,30.5
6,85,51,53,10,19.6,22.3,20.7,16.4,6.0
4,3,66,73,92,7.4,8.1,15.6,12.9,9.6
94,23,75,76,95,52.2,43.8,46.4,25.6,19.1
18,44,76,82,4,41.5,38.7,36.0,34.4,40.2
34,77,69,28,21,49.7,34.6,64.2,61.2,39.8
41,95,47,87,7,41.8,36.9,39.3,43.2,36.7
66,32,46,67,9,72.3,68.0,21.3,21.1,13.8
24,18,93,71,94,43.2,38.8,56.7,39.8,54.0
18,47,77,17,20,38.1,45.5,40.0,38.1,44.5
88,7,32,91,31,38.1,41.0,42.3,47.2,51.2
97,23,63,84,42,44.6,43.4,49.8,21.0,22.5
3,40,68,75,16,26.8,20.5,60.9,31.2,29.7
26,16,37,57,49,55.2,32.6,44.7,35.9,59.1
19,70,89,85,58,44.9,48.6,20.9,33.9,41.4
62,16,41,15,59,44.0,42.2,55.4,36.2,30.5
56,80,44,38,26,36.8,22.4,14.0,19.8,23.6
75,8,87,65,62,31.3,17.5,23.1,21.8,18.7
6,79,56,23,97,35.9,34.8,39.8,45.9,36.7
65,22,43,29,91,51.4,47.3,68.1,58.5,43.8
65,57,27,78,23,78.8,60.8,61.6,63.1,52.8
51,6,42,95,80,39.7,36.3,37.3,36.3,40.8
61,72,71,70,32,29.9,28.3,33.1,36.1,45.5
50,5,99,43,67,40.8,35.7,34.9,35.5,35.5
3,58,11,13,27,22.0,42.8,17.5,21.1,27.9
61,42,60,57,91,7.9,7.8,9.9,12.3,7.9
26,32,38,27,56,57.8,81.4,56.6,61.4,70.9
53,52,18,72,7,53.5,41.8,38.6,32.5,30.3
62,85,34,77,45,48.8,39.7,39.9,48.2,51.9
26,92,28,34,13,58.8,23.3,57.4,31.5,28.2
74,45,71,91,78,38.2,30.8,35.4,43.0,40.5
56,68,34,51,75,35.6,34.6,82.1,35.7,37.4
29,80,58,83,10,68.4,19.9,46.6,37.7,30.0
76,70,20,24,27,42.7,44.7,44.1,48.7,47.7
9,97,69,65,20,44.2,40.6,47.4,30.7,47.0
1,73,86,79,93,32.8,26.2,37.2,35.0,30.7
28,19,88,92,86,21.0,39.3,30.5,34.6,28.5
23,43,80,32,22,42.8,50.7,36.2,45.3,60.6
8,39,93,65,7,18.0,20.9,19.4,25.5,15.2
38,41,80,92,86,22.6,21.1,17.3,17.8,23.1
15,78,66,55,11,39.6,23.6,26.4,63.8,19.6
65,22,10,51,36,34.8,31.3,22.9,23.2,22.5
60,81,77,47,41,36.7,42.7,45.1,56.4,42.1
73,76,36,84,30,37.8,48.9,33.3,40.7,42.3
97,85,89,53,80,13.7,23.2,20.5,22.6,22.4
86,42,93,52,10,43.7,35.1,40.1,37.4,42.1
29,7,78,54,2,19.3,17.5,17.9,17.8,24.3
72,35,22,61,47,14.0,11.6,6.5,7.7,11.6
58,37,46,21,53,49.6,56.1,42.0,43.1,35.4
21,89,10,14,86,31.1,18.7,21.7,19.5,17.9
