81,76,32,8,42,36.7,21.6,13.8,18.3,14.8
98,19,17,36,92,51.6,30.2,31.4,71.4,76.2
19,41,18,77,11,50.0,76.2,44.0,29.8,25.8
91,70,3,9,95,29.8,28.0,34.3,21.1,21.3
49,71,23,14,17,52.7,49.7,46.0,26.6,34.2
8,84,43,70,52,10.2,19.6,34.2,27.1,13.7
40,20,19,29,49,39.2,37.3,37.1,41.7,37.7
57,30,37,97,92,49.1,58.0,26.1,51.6,50.0
19,67,27,46,20,32.7,36.0,53.1,44.8,42.7
9,53,40,35,25,40.5,71.7,66.9,55.4,48.3
4,35,9,55,18,18.5,44.4,15.7,22.1,39.7
26,54,30,36,98,52.8,25.8,53.3,68.8,78.3
14,21,36,31,59,33.5,39.3,50.6,68.7,34.5
6,80,70,7,29,52.3,38.2,37.7,39.0,53.5
49,34,61,60,24,30.1,20.3,50.4,26.3,45.0
30,49,43,70,21,35.7,36.9,54.2,41.6,45.5
64,17,77,30,51,39.1,30.6,31.9,37.8,40.6
68,95,94,9,55,17.6,13.7,12.9,11.9,14.6
15,77,33,39,24,30.6,32.3,30.1,34.9,51.4
54,35,32,53,71,31.2,14.7,18.1,23.8,15.0
19,18,33,27,58,44.6,43.6,80.0,45.9,84.9
8,56,25,27,53,34.9,59.9,55.0,54.0,57.7
53,39,79,35,71,37.1,41.6,38.0,32.3,44.3
37,95,24,70,14,47.3,46.6,37.8,48.4,27.2
15,56,73,84,92,29.0,27.1,30.4,28.8,29.9
53,9,55,97,34,13.4,16.7,38.2,35.1,34.5
27,24,32,36,85,56.4,49.4,54.4,69.2,48.5
20,99,50,78,57,36.1,19.0,63.5,16.7,20.3
28,13,62,19,88,35.5,29.0,24.5,29.5,25.1
20,42,19,38,18,46.6,45.9,45.8,38.0,37.8
26,14,2,38,12,35.8,29.5,11.6,13.7,20.9
24,47,69,17,23,47.0,40.1,30.5,32.8,47.8
25,57,67,52,60,44.7,31.9,29.1,24.4,29.8
19,21,2,34,52,45.2,49.4,23.6,23.3,17.8
69,96,55,59,38,24.1,24.8,17.0,23.6,14.6
91,74,26,16,45,42.6,34.7,55.9,35.9,25.2
30,52,23,64,70,57.3,65.0,44.9,12.9,14.3
50,24,98,73,69,30.2,45.1,31.6,22.5,49.4
90,61,53,64,32,11.1,8.8,8.1,16.7,8.9
31,70,94,21,34,51.3,49.1,46.5,37.9,50.3
37,91,54,14,63,51.5,55.7,50.0,30.0,48.5
90,26,48,76,68,35.2,60.1,43.6,38.1,41.2
17,18,29,53,34,76.8,48.4,63.0,79.5,74.6
56,53,64,12,10,26.7,50.2,31.3,29.6,25.0
77,49,93,11,42,22.4,23.2,28.9,24.9,13.7
67,44,58,49,87,24.9,31.8,36.8,54.2,28.6
93,29,62,26,13,19.8,56.3,13.2,58.5,40.4
21,69,73,79,72,48.8,71.9,64.0,49.8,55.7
30,55,64,39,52,38.4,30.8,30.5,25.1,22.3
98,6,89,77,44,18.4,20.7,23.3,18.0,15.0
24,25,97,52,41,49.8,51.4,51.5,48.9,48.6
84,69,43,46,97,22.5,23.6,28.0,25.1,25.9
58,24,94,57,35,20.0,46.3,47.8,41.0,33.2
94,17,29,10,53,24.7,28.4,62.0,25.2,26.9
54,41,19,6,40,41.0,38.8,40.5,13.5,40.2
73,37,60,32,19,76.7,68.8,58.5,65.4,33.6
69,7,62,80,25,14.9,19.1,17.8,20.2,20.1
37,22,40,65,60,23.8,45.0,49.3,52.9,18.3
57,87,56,37,53,37.0,33.3,32.3,74.3,42.4
77,25,44,39,59,37.0,50.3,13.3,12.6,29.9
64,84,80,5,67,10.4,15.4,10.5,10.0,13.1
35,63,42,59,68,25.5,11.9,29.1,16.3,13.3
31,61,78,28,59,60.1,14.3,14.1,55.7,56.4
35,15,14,18,52,30.5,24.1,24.5,30.9,25.8
56,4,73,5,23,36.6,49.6,48.7,50.1,49.0
97,46,54,14,45,20.0,37.9,42.1,35.3,23.8
20,31,33,21,54,45.0,72.6,76.2,50.8,46.9
66,43,28,51,72,26.2,37.4,57.8,33.2,32.6
24,32,45,21,28,43.1,38.6,22.4,37.5,30.9
49,33,66,30,23,73.8,71.4,10.9,70.0,50.6
24,66,18,11,72,47.6,56.1,33.8,25.0,25.4
31,32,46,2,27,57.1,59.9,37.2,66.1,58.1
