75,18,70,81,42,23.6,32.6,32.8,26.4,23.2
36,93,24,26,27,77.2,81.6,53.6,52.2,53.6
60,29,16,33,11,43.5,76.5,33.9,14.3,16.2
69,92,63,43,70,23.6,20.6,22.9,33.7,21.0
23,22,29,72,20,49.5,47.9,50.0,50.0,44.5
90,10,84,94,11,29.2,20.3,20.9,26.5,22.5
17,50,51,4,49,33.8,41.1,37.2,33.2,41.7
85,44,58,20,21,44.9,41.2,54.5,44.5,47.3
16,1,0,39,2,28.0,24.2,23.1,22.9,25.0
36,0,5,82,52,25.6,19.1,23.2,19.3,25.6
77,12,15,27,39,23.0,21.7,25.4,28.4,27.2
16,73,26,3,1,34.4,38.6,33.8,33.2,44.3
34,4,31,10,89,74.5,23.5,71.1,23.3,50.9
9,22,48,6,12,18.3,48.5,41.1,18.6,16.7
90,99,26,92,25,40.7,42.5,40.3,38.1,49.3
27,86,30,38,93,52.7,70.2,63.1,83.7,42.8
19,21,84,20,36,41.8,52.6,47.6,47.4,47.5
84,25,23,15,38,60.3,58.2,55.0,29.8,21.8
19,20,33,0,89,37.3,42.9,42.7,52.2,44.7
41,8,28,11,31,25.8,19.2,20.0,26.6,20.2
29,15,11,93,19,69.7,30.3,43.3,37.4,36.3
30,40,85,32,55,59.9,67.6,81.7,71.9,36.7
33,31,67,90,26,67.2,65.4,78.2,67.9,61.2
24,81,82,23,13,30.3,30.9,26.5,29.8,24.1
35,10,78,93,52,14.3,17.0,12.0,33.8,9.7
3,14,0,65,13,22.1,28.2,26.9,31.5,27.1
20,68,73,24,83,42.5,41.2,48.3,49.9,34.3
15,59,29,19,17,21.1,29.6,42.9,37.9,28.1
25,21,34,43,20,61.6,47.6,49.7,46.1,41.8
7,8,99,66,4,15.0,15.8,17.2,17.1,22.5
44,84,13,77,18,31.8,28.5,28.5,35.4,34.8
28,39,30,96,17,57.6,65.7,53.6,59.2,37.0
26,28,32,20,70,62.0,65.0,75.0,40.2,30.4
16,15,58,28,7,32.4,37.2,36.2,41.8,10.8
31,73,10,50,19,19.2,26.4,25.8,43.8,39.0
1,46,62,15,21,32.9,30.6,34.2,21.5,39.3
56,24,97,22,71,11.8,13.5,12.4,12.2,13.1
26,29,37,28,64,41.1,52.3,44.0,49.5,15.2
64,19,79,17,29,49.5,46.0,49.9,44.8,40.5
71,74,21,81,19,39.9,41.6,50.7,35.4,45.1
58,19,20,85,50,44.1,35.7,42.1,43.6,43.5
96,2,22,36,45,30.7,29.2,53.7,23.9,58.0
15,28,89,29,47,26.3,71.1,14.4,75.1,18.4
46,95,85,17,36,26.7,24.5,42.7,41.4,26.6
72,64,93,91,14,14.1,15.3,12.1,13.2,12.0
63,11,67,28,7,21.0,20.6,24.0,22.0,20.2
55,30,66,72,60,16.1,19.6,15.5,17.2,15.1
74,51,17,81,54,17.3,19.5,15.1,17.0,15.0
60,18,69,93,35,25.7,35.7,41.7,25.7,24.3
43,20,22,75,27,42.3,38.7,43.1,43.4,55.5
24,99,98,8,26,38.1,38.3,62.1,24.7,26.9
93,47,76,60,95,22.5,21.5,18.0,20.8,22.1
21,49,28,73,75,52.1,55.6,53.6,21.0,49.3
40,88,38,66,23,26.1,22.5,24.2,25.1,25.5
39,6,26,5,31,13.8,12.9,14.0,13.9,11.9
68,76,50,89,8,17.8,16.1,21.2,22.8,19.4
16,19,17,6,33,38.6,41.4,41.4,33.5,34.5
66,37,62,45,10,37.8,9.9,22.4,21.5,12.0
97,95,55,83,38,24.2,18.8,18.5,20.4,19.8
76,94,15,16,88,31.9,33.2,34.1,35.9,30.2
93,19,94,49,11,45.9,45.8,45.0,46.0,43.8
78,9,65,45,26,14.0,15.1,14.0,19.2,16.1
22,27,85,69,82,17.8,12.5,16.9,13.6,14.7
15,23,16,22,12,33.5,46.7,32.9,48.5,45.7
86,78,66,76,70,55.1,47.8,42.4,46.6,53.5
53,22,84,45,18,46.3,42.1,45.8,38.4,35.7
36,14,71,5,40,77.1,26.9,30.4,29.7,26.0
36,37,30,84,79,76.0,61.1,48.8,51.9,48.3
85,13,34,2,21,36.9,31.3,41.5,71.2,54.3
87,39,83,41,95,30.7,21.4,21.4,21.6,22.5
28,62,96,20,66,68.4,44.4,44.0,43.6,23.7
52,17,12,65,18,35.7,39.3,36.1,45.5,36.9
